0.02273,0.0,0.0,0.0
0.04545,0.0,0.0,0.0
0.06818,0.0,0.0,0.0
0.09091,0.0,0.0,0.0
0.11364,0.0,0.0,0.0
0.13636,0.0,0.0,0.0
0.15909,0.0,0.0,0.0
0.18182,0.0,0.0,0.0
0.20455,0.0,0.0,0.0
0.22727,0.0,0.0,0.0
0.25,0.0,0.0,0.0
0.27273,0.0,0.0,0.0
0.29545,0.0,0.0,0.0
0.31818,0.0,0.0,0.0
0.34091,0.0,0.0,0.0
0.36364,0.0,0.0,0.0
0.38636,0.0,0.0,0.0
0.40909,0.0,0.0,0.0
0.43182,0.0,0.0,0.0
0.45455,0.0,0.0,0.0
0.47727,0.0,0.0,0.0
0.5,0.0,0.0,0.0
0.52273,0.0,0.0,0.0
0.54545,0.0,0.0,0.0
0.56818,0.0,0.0,0.0
0.59091,0.0,0.0,0.0
0.61364,0.0,0.0,0.0
0.63636,0.0,0.0,0.0
0.65909,0.0,0.0,0.0
0.68182,0.0,0.0,0.0
0.70455,0.0,0.0,0.0
0.72727,0.0,0.0,0.0
0.75,0.0,0.0,0.0
0.77273,0.0,0.0,0.0
0.79545,0.0,0.0,0.0
0.81818,0.0,0.0,0.0
0.84091,0.0,0.0,0.0
0.86364,0.0,0.0,0.0
0.88636,0.0,0.0,0.0
0.90909,0.0,0.0,0.0
0.93182,0.0,0.0,0.0
0.95455,0.0,0.0,0.0
0.97727,0.0,0.0,0.0
1.0,0.0,0.0,0.0
1.02273,0.0,0.0,0.0
1.04545,0.0,0.0,0.0
1.06818,0.0,0.0,0.0
1.09091,0.0,0.0,0.0
1.11364,0.0,0.0,0.0
1.13636,0.0,0.0,0.0
1.15909,0.0,0.0,0.0
1.18182,0.0,0.0,0.0
1.20455,0.0,0.0,0.0
1.22727,0.0,0.0,0.0
1.25,0.0,0.0,0.0
1.27273,0.0,0.0,0.0
1.29545,0.0,0.0,0.0
1.31818,0.0,0.0,0.0
1.34091,0.0,0.0,0.0
1.36364,0.0,0.0,0.0
1.38636,0.0,0.0,0.0
1.40909,0.0,0.0,0.0
1.43182,0.0,0.0,0.0
1.45455,0.0,0.0,0.0
1.47727,0.0,0.0,0.0
1.5,0.0,0.0,0.0
1.52273,0.0,0.0,0.0
1.54545,0.0,0.0,0.0
1.56818,0.0,0.0,0.0
1.59091,0.0,0.0,0.0
1.61364,0.0,0.0,0.0
1.63636,0.0,0.0,0.0
1.65909,0.0,0.0,0.0
1.68182,0.0,0.0,0.0
1.70455,0.0,0.0,0.0
1.72727,0.0,0.0,0.0
1.75,0.0,0.0,0.0
1.77273,0.0,0.0,0.0
1.79545,0.0,0.0,0.0
1.81818,0.0,0.0,0.0
1.84091,0.0,0.0,0.0
1.86364,0.0,0.0,0.0
1.88636,0.0,0.0,0.0
1.90909,0.0,0.0,0.0
1.93182,0.0,0.0,0.0
1.95455,0.0,0.0,0.0
1.97727,0.0,0.0,0.0
2.0,0.0,0.0,0.0
2.02273,0.0,0.0,0.0
2.04545,0.0,0.0,0.0
2.06818,0.0,0.0,0.0
2.09091,0.0,0.0,0.0
2.11364,0.0,0.0,0.0
2.13636,0.0,0.0,0.0
2.15909,0.0,0.0,0.0
2.18182,0.0,0.0,0.0
2.20455,0.0,0.0,0.0
2.22727,0.0,0.0,0.0
2.25,0.0,0.0,0.0
2.27273,0.0,0.0,0.0
2.29545,0.0,0.0,0.0
2.31818,0.0,0.0,0.0
2.34091,0.0,0.0,0.0
2.36364,0.0,0.0,0.0
2.38636,0.0,0.0,0.0
2.40909,0.0,0.0,0.0
2.43182,0.0,0.0,0.0
2.45455,0.0,0.0,0.0
2.47727,0.0,0.0,0.0
2.5,0.0,0.0,0.0
2.52273,0.0,0.0,0.0
2.54545,0.0,0.0,0.0
2.56818,0.0,0.0,0.0
2.59091,0.0,0.0,0.0
2.61364,0.0,0.0,0.0
2.63636,0.0,0.0,0.0
2.65909,0.0,0.0,0.0
2.68182,0.0,0.0,0.0
2.70455,0.0,0.0,0.0
2.72727,0.0,0.0,0.0
2.75,0.0,0.0,0.0
2.77273,0.0,0.0,0.0
2.79545,0.0,0.0,0.0
2.81818,0.0,0.0,0.0
2.84091,0.0,0.0,0.0
2.86364,0.0,0.0,0.0
2.88636,0.0,0.0,0.0
2.90909,0.0,0.0,0.0
2.93182,0.0,0.0,0.0
2.95455,0.0,0.0,0.0
2.97727,0.0,0.0,0.0
3.0,0.0,0.0,0.0
3.02273,0.0,0.0,0.0
3.04545,0.0,0.0,0.0
3.06818,0.0,0.0,0.0
3.09091,0.0,0.0,0.0
3.11364,0.0,0.0,0.0
3.13636,0.0,0.0,0.0
3.15909,0.0,0.0,0.0
3.18182,0.0,0.0,0.0
3.20455,0.0,0.0,0.0
3.22727,0.0,0.0,0.0
3.25,0.0,0.0,0.0
3.27273,0.0,0.0,0.0
3.29545,0.0,0.0,0.0
3.31818,0.0,0.0,0.0
3.34091,0.0,0.0,0.0
3.36364,0.0,0.0,0.0
3.38636,0.0,0.0,0.0
3.40909,0.0,0.0,0.0
3.43182,0.0,0.0,0.0
3.45455,0.0,0.0,0.0
3.47727,0.0,0.0,0.0
3.5,0.0,0.0,0.0
3.52273,0.0,0.0,0.0
3.54545,0.0,0.0,0.0
3.56818,0.0,0.0,0.0
3.59091,0.0,0.0,0.0
3.61364,0.0,0.0,0.0
3.63636,0.0,0.0,0.0
3.65909,0.0,0.0,0.0
3.68182,0.0,0.0,0.0
3.70455,0.0,0.0,0.0
3.72727,0.0,0.0,0.0
3.75,0.0,0.0,0.0
3.77273,0.0,0.0,0.0
3.79545,0.0,0.0,0.0
3.81818,0.0,0.0,0.0
3.84091,0.0,0.0,0.0
